location	variant	date	sequences
Austria	22E	2022-11-23	54
Belgium	22E	2022-11-23	59
Brazil	22E	2022-11-23	204
Canada	22E	2022-11-23	199
Chile	22E	2022-11-23	15
China	22E	2022-11-23	12
Croatia	22E	2022-11-23	13
Denmark	22E	2022-11-23	201
Finland	22E	2022-11-23	1
France	22E	2022-11-23	183
Germany	22E	2022-11-23	207
Greece	22E	2022-11-23	14
Ireland	22E	2022-11-23	81
Italy	22E	2022-11-23	55
Japan	22E	2022-11-23	15
Lithuania	22E	2022-11-23	4
Malaysia	22E	2022-11-23	8
Netherlands	22E	2022-11-23	50
New Zealand	22E	2022-11-23	17
Peru	22E	2022-11-23	56
Poland	22E	2022-11-23	2
Russia	22E	2022-11-23	4
Singapore	22E	2022-11-23	13
Slovenia	22E	2022-11-23	12
South Korea	22E	2022-11-23	17
Spain	22E	2022-11-23	154
Sweden	22E	2022-11-23	111
Switzerland	22E	2022-11-23	41
USA	22E	2022-11-23	1602
United Kingdom	22E	2022-11-23	262
Australia	22E	2022-11-24	48
Austria	22E	2022-11-24	7
Belgium	22E	2022-11-24	24
Brazil	22E	2022-11-24	156
Canada	22E	2022-11-24	144
Chile	22E	2022-11-24	13
China	22E	2022-11-24	5
Denmark	22E	2022-11-24	252
Finland	22E	2022-11-24	16
France	22E	2022-11-24	128
Germany	22E	2022-11-24	235
Greece	22E	2022-11-24	17
Ireland	22E	2022-11-24	65
Italy	22E	2022-11-24	37
Japan	22E	2022-11-24	203
Lithuania	22E	2022-11-24	6
Malaysia	22E	2022-11-24	9
Netherlands	22E	2022-11-24	51
New Zealand	22E	2022-11-24	25
Peru	22E	2022-11-24	54
Poland	22E	2022-11-24	1
Russia	22E	2022-11-24	6
Singapore	22E	2022-11-24	5
Slovakia	22E	2022-11-24	1
Slovenia	22E	2022-11-24	17
South Korea	22E	2022-11-24	18
Spain	22E	2022-11-24	150
Sweden	22E	2022-11-24	136
Switzerland	22E	2022-11-24	38
USA	22E	2022-11-24	423
United Kingdom	22E	2022-11-24	259
Australia	22E	2022-11-25	58
Austria	22E	2022-11-25	15
Belgium	22E	2022-11-25	17
Brazil	22E	2022-11-25	162
Canada	22E	2022-11-25	198
Chile	22E	2022-11-25	10
China	22E	2022-11-25	1
Croatia	22E	2022-11-25	3
Denmark	22E	2022-11-25	191
Finland	22E	2022-11-25	14
France	22E	2022-11-25	94
Germany	22E	2022-11-25	165
Greece	22E	2022-11-25	17
Ireland	22E	2022-11-25	63
Italy	22E	2022-11-25	37
Japan	22E	2022-11-25	173
Lithuania	22E	2022-11-25	4
Malaysia	22E	2022-11-25	5
Netherlands	22E	2022-11-25	65
New Zealand	22E	2022-11-25	21
Peru	22E	2022-11-25	32
Poland	22E	2022-11-25	4
Russia	22E	2022-11-25	6
Singapore	22E	2022-11-25	10
Slovakia	22E	2022-11-25	3
Slovenia	22E	2022-11-25	23
South Korea	22E	2022-11-25	34
Spain	22E	2022-11-25	79
Sweden	22E	2022-11-25	99
Switzerland	22E	2022-11-25	51
USA	22E	2022-11-25	1571
United Kingdom	22E	2022-11-25	246
Australia	22E	2022-11-26	57
Austria	22E	2022-11-26	7
Belgium	22E	2022-11-26	13
Brazil	22E	2022-11-26	64
Canada	22E	2022-11-26	132
Chile	22E	2022-11-26	15
China	22E	2022-11-26	1
Croatia	22E	2022-11-26	2
Denmark	22E	2022-11-26	147
France	22E	2022-11-26	96
Germany	22E	2022-11-26	113
Greece	22E	2022-11-26	3
Ireland	22E	2022-11-26	59
Italy	22E	2022-11-26	29
Japan	22E	2022-11-26	88
Malaysia	22E	2022-11-26	5
Netherlands	22E	2022-11-26	54
New Zealand	22E	2022-11-26	8
Peru	22E	2022-11-26	16
Russia	22E	2022-11-26	2
Singapore	22E	2022-11-26	9
Slovakia	22E	2022-11-26	1
Slovenia	22E	2022-11-26	7
South Korea	22E	2022-11-26	3
Spain	22E	2022-11-26	59
Sweden	22E	2022-11-26	35
Switzerland	22E	2022-11-26	28
USA	22E	2022-11-26	1582
United Kingdom	22E	2022-11-26	185
Australia	22E	2022-11-27	54
Austria	22E	2022-11-27	40
Belgium	22E	2022-11-27	18
Brazil	22E	2022-11-27	38
Canada	22E	2022-11-27	273
Chile	22E	2022-11-27	16
China	22E	2022-11-27	7
Croatia	22E	2022-11-27	2
Denmark	22E	2022-11-27	215
Finland	22E	2022-11-27	29
France	22E	2022-11-27	134
Germany	22E	2022-11-27	75
Greece	22E	2022-11-27	6
Ireland	22E	2022-11-27	47
Italy	22E	2022-11-27	35
Japan	22E	2022-11-27	22
Malaysia	22E	2022-11-27	4
Netherlands	22E	2022-11-27	39
New Zealand	22E	2022-11-27	7
Peru	22E	2022-11-27	4
Russia	22E	2022-11-27	1
Singapore	22E	2022-11-27	2
Slovenia	22E	2022-11-27	9
South Korea	22E	2022-11-27	34
Spain	22E	2022-11-27	48
Sweden	22E	2022-11-27	50
Switzerland	22E	2022-11-27	32
USA	22E	2022-11-27	1811
United Kingdom	22E	2022-11-27	178
Australia	22E	2022-11-28	85
Austria	22E	2022-11-28	182
Belgium	22E	2022-11-28	39
Brazil	22E	2022-11-28	195
Canada	22E	2022-11-28	482
Chile	22E	2022-11-28	22
China	22E	2022-11-28	8
Croatia	22E	2022-11-28	4
Denmark	22E	2022-11-28	417
Finland	22E	2022-11-28	19
France	22E	2022-11-28	2267
Germany	22E	2022-11-28	238
Greece	22E	2022-11-28	27
Ireland	22E	2022-11-28	35
Italy	22E	2022-11-28	111
Japan	22E	2022-11-28	211
Lithuania	22E	2022-11-28	4
Malaysia	22E	2022-11-28	4
Netherlands	22E	2022-11-28	73
New Zealand	22E	2022-11-28	29
Peru	22E	2022-11-28	70
Poland	22E	2022-11-28	1
Russia	22E	2022-11-28	8
Singapore	22E	2022-11-28	10
Slovakia	22E	2022-11-28	1
Slovenia	22E	2022-11-28	16
South Korea	22E	2022-11-28	11
Spain	22E	2022-11-28	157
Sweden	22E	2022-11-28	253
Switzerland	22E	2022-11-28	63
USA	22E	2022-11-28	3396
United Kingdom	22E	2022-11-28	425
Australia	22E	2022-11-29	96
Austria	22E	2022-11-29	58
Belgium	22E	2022-11-29	40
Brazil	22E	2022-11-29	163
Canada	22E	2022-11-29	239
Chile	22E	2022-11-29	24
China	22E	2022-11-29	5
Croatia	22E	2022-11-29	10
Denmark	22E	2022-11-29	249
Finland	22E	2022-11-29	4
France	22E	2022-11-29	127
Germany	22E	2022-11-29	228
Greece	22E	2022-11-29	24
Ireland	22E	2022-11-29	98
Italy	22E	2022-11-29	72
Japan	22E	2022-11-29	201
Lithuania	22E	2022-11-29	1
Malaysia	22E	2022-11-29	7
Netherlands	22E	2022-11-29	70
New Zealand	22E	2022-11-29	18
Peru	22E	2022-11-29	49
Poland	22E	2022-11-29	2
Russia	22E	2022-11-29	4
Singapore	22E	2022-11-29	15
Slovenia	22E	2022-11-29	17
South Korea	22E	2022-11-29	6
Spain	22E	2022-11-29	146
Sweden	22E	2022-11-29	169
Switzerland	22E	2022-11-29	51
USA	22E	2022-11-29	2675
United Kingdom	22E	2022-11-29	462
Australia	22E	2022-11-30	94
Austria	22E	2022-11-30	146
Belgium	22E	2022-11-30	52
Brazil	22E	2022-11-30	183
Canada	22E	2022-11-30	211
Chile	22E	2022-11-30	17
China	22E	2022-11-30	5
Croatia	22E	2022-11-30	8
Denmark	22E	2022-11-30	260
Finland	22E	2022-11-30	8
France	22E	2022-11-30	150
Germany	22E	2022-11-30	213
Greece	22E	2022-11-30	16
Ireland	22E	2022-11-30	10
Italy	22E	2022-11-30	85
Japan	22E	2022-11-30	112
Lithuania	22E	2022-11-30	1
Malaysia	22E	2022-11-30	4
Netherlands	22E	2022-11-30	70
New Zealand	22E	2022-11-30	17
Peru	22E	2022-11-30	46
Russia	22E	2022-11-30	10
Singapore	22E	2022-11-30	11
Slovakia	22E	2022-11-30	1
Slovenia	22E	2022-11-30	23
South Korea	22E	2022-11-30	19
Spain	22E	2022-11-30	139
Sweden	22E	2022-11-30	142
Switzerland	22E	2022-11-30	53
USA	22E	2022-11-30	2327
United Kingdom	22E	2022-11-30	372
Australia	22E	2022-12-01	42
Austria	22E	2022-12-01	20
Belgium	22E	2022-12-01	60
Brazil	22E	2022-12-01	273
Canada	22E	2022-12-01	164
Chile	22E	2022-12-01	16
China	22E	2022-12-01	6
Croatia	22E	2022-12-01	11
Denmark	22E	2022-12-01	242
Finland	22E	2022-12-01	3
France	22E	2022-12-01	621
Germany	22E	2022-12-01	199
Greece	22E	2022-12-01	10
Ireland	22E	2022-12-01	14
Italy	22E	2022-12-01	51
Japan	22E	2022-12-01	169
Malaysia	22E	2022-12-01	8
Netherlands	22E	2022-12-01	73
New Zealand	22E	2022-12-01	25
Peru	22E	2022-12-01	89
Russia	22E	2022-12-01	8
Singapore	22E	2022-12-01	11
Slovakia	22E	2022-12-01	2
Slovenia	22E	2022-12-01	25
South Korea	22E	2022-12-01	24
Spain	22E	2022-12-01	94
Sweden	22E	2022-12-01	152
Switzerland	22E	2022-12-01	52
USA	22E	2022-12-01	2211
United Kingdom	22E	2022-12-01	282
Australia	22E	2022-12-02	29
Austria	22E	2022-12-02	28
Belgium	22E	2022-12-02	30
Brazil	22E	2022-12-02	159
Canada	22E	2022-12-02	186
Chile	22E	2022-12-02	11
China	22E	2022-12-02	2
Croatia	22E	2022-12-02	7
Denmark	22E	2022-12-02	254
Finland	22E	2022-12-02	15
France	22E	2022-12-02	115
Germany	22E	2022-12-02	172
Greece	22E	2022-12-02	27
Ireland	22E	2022-12-02	59
Italy	22E	2022-12-02	45
Japan	22E	2022-12-02	165
Malaysia	22E	2022-12-02	7
Netherlands	22E	2022-12-02	56
New Zealand	22E	2022-12-02	23
Peru	22E	2022-12-02	55
Poland	22E	2022-12-02	3
Russia	22E	2022-12-02	9
Singapore	22E	2022-12-02	22
Slovenia	22E	2022-12-02	19
South Korea	22E	2022-12-02	60
Spain	22E	2022-12-02	163
Sweden	22E	2022-12-02	154
Switzerland	22E	2022-12-02	55
USA	22E	2022-12-02	2320
United Kingdom	22E	2022-12-02	477
Australia	22E	2022-12-03	55
Austria	22E	2022-12-03	6
Belgium	22E	2022-12-03	14
Brazil	22E	2022-12-03	93
Canada	22E	2022-12-03	162
Chile	22E	2022-12-03	11
China	22E	2022-12-03	5
Croatia	22E	2022-12-03	4
Denmark	22E	2022-12-03	141
Finland	22E	2022-12-03	45
France	22E	2022-12-03	92
Germany	22E	2022-12-03	70
Greece	22E	2022-12-03	1
Ireland	22E	2022-12-03	10
Italy	22E	2022-12-03	18
Japan	22E	2022-12-03	87
Malaysia	22E	2022-12-03	4
Netherlands	22E	2022-12-03	47
New Zealand	22E	2022-12-03	21
Peru	22E	2022-12-03	46
Russia	22E	2022-12-03	3
Singapore	22E	2022-12-03	8
Slovenia	22E	2022-12-03	9
South Korea	22E	2022-12-03	16
Spain	22E	2022-12-03	49
Sweden	22E	2022-12-03	55
Switzerland	22E	2022-12-03	25
USA	22E	2022-12-03	1457
United Kingdom	22E	2022-12-03	227
Australia	22E	2022-12-04	68
Austria	22E	2022-12-04	22
Belgium	22E	2022-12-04	19
Brazil	22E	2022-12-04	58
Canada	22E	2022-12-04	180
Chile	22E	2022-12-04	9
China	22E	2022-12-04	5
Denmark	22E	2022-12-04	41
Finland	22E	2022-12-04	3
France	22E	2022-12-04	143
Germany	22E	2022-12-04	55
Greece	22E	2022-12-04	10
Ireland	22E	2022-12-04	5
Italy	22E	2022-12-04	25
Japan	22E	2022-12-04	23
Malaysia	22E	2022-12-04	3
Netherlands	22E	2022-12-04	46
New Zealand	22E	2022-12-04	20
Peru	22E	2022-12-04	6
Poland	22E	2022-12-04	1
Russia	22E	2022-12-04	14
Singapore	22E	2022-12-04	7
Slovenia	22E	2022-12-04	12
South Korea	22E	2022-12-04	41
Spain	22E	2022-12-04	49
Sweden	22E	2022-12-04	83
Switzerland	22E	2022-12-04	22
USA	22E	2022-12-04	1472
United Kingdom	22E	2022-12-04	239
Australia	22E	2022-12-05	76
Austria	22E	2022-12-05	113
Belgium	22E	2022-12-05	60
Brazil	22E	2022-12-05	246
Canada	22E	2022-12-05	619
Chile	22E	2022-12-05	32
China	22E	2022-12-05	7
Croatia	22E	2022-12-05	26
Denmark	22E	2022-12-05	479
Finland	22E	2022-12-05	10
France	22E	2022-12-05	2956
Germany	22E	2022-12-05	379
Greece	22E	2022-12-05	41
Ireland	22E	2022-12-05	72
Italy	22E	2022-12-05	90
Japan	22E	2022-12-05	249
Lithuania	22E	2022-12-05	2
Malaysia	22E	2022-12-05	14
Netherlands	22E	2022-12-05	79
New Zealand	22E	2022-12-05	38
Peru	22E	2022-12-05	75
Poland	22E	2022-12-05	1
Russia	22E	2022-12-05	13
Singapore	22E	2022-12-05	13
Slovakia	22E	2022-12-05	3
Slovenia	22E	2022-12-05	38
South Korea	22E	2022-12-05	33
Spain	22E	2022-12-05	184
Sweden	22E	2022-12-05	222
Switzerland	22E	2022-12-05	78
USA	22E	2022-12-05	2781
United Kingdom	22E	2022-12-05	476
Australia	22E	2022-12-06	63
Austria	22E	2022-12-06	23
Belgium	22E	2022-12-06	57
Brazil	22E	2022-12-06	229
Canada	22E	2022-12-06	252
Chile	22E	2022-12-06	13
China	22E	2022-12-06	1
Croatia	22E	2022-12-06	14
Denmark	22E	2022-12-06	307
Finland	22E	2022-12-06	11
France	22E	2022-12-06	257
Germany	22E	2022-12-06	256
Greece	22E	2022-12-06	42
Ireland	22E	2022-12-06	10
Italy	22E	2022-12-06	64
Japan	22E	2022-12-06	238
Lithuania	22E	2022-12-06	11
Malaysia	22E	2022-12-06	7
Netherlands	22E	2022-12-06	83
New Zealand	22E	2022-12-06	27
Peru	22E	2022-12-06	109
Poland	22E	2022-12-06	7
Russia	22E	2022-12-06	3
Singapore	22E	2022-12-06	22
Slovenia	22E	2022-12-06	30
South Korea	22E	2022-12-06	12
Spain	22E	2022-12-06	70
Sweden	22E	2022-12-06	176
Switzerland	22E	2022-12-06	51
USA	22E	2022-12-06	2458
United Kingdom	22E	2022-12-06	535
Australia	22E	2022-12-07	105
Austria	22E	2022-12-07	5
Belgium	22E	2022-12-07	48
Brazil	22E	2022-12-07	285
Canada	22E	2022-12-07	296
Chile	22E	2022-12-07	10
China	22E	2022-12-07	1
Croatia	22E	2022-12-07	8
Denmark	22E	2022-12-07	233
Finland	22E	2022-12-07	4
France	22E	2022-12-07	258
Germany	22E	2022-12-07	268
Greece	22E	2022-12-07	31
Ireland	22E	2022-12-07	48
Italy	22E	2022-12-07	68
Japan	22E	2022-12-07	132
Lithuania	22E	2022-12-07	3
Malaysia	22E	2022-12-07	4
Netherlands	22E	2022-12-07	92
New Zealand	22E	2022-12-07	34
Peru	22E	2022-12-07	105
Poland	22E	2022-12-07	3
Russia	22E	2022-12-07	8
Singapore	22E	2022-12-07	12
Slovenia	22E	2022-12-07	36
South Korea	22E	2022-12-07	30
Spain	22E	2022-12-07	171
Sweden	22E	2022-12-07	161
Switzerland	22E	2022-12-07	36
USA	22E	2022-12-07	2376
United Kingdom	22E	2022-12-07	504
Australia	22E	2022-12-08	59
Austria	22E	2022-12-08	11
Belgium	22E	2022-12-08	32
Brazil	22E	2022-12-08	194
Canada	22E	2022-12-08	251
Chile	22E	2022-12-08	11
China	22E	2022-12-08	3
Croatia	22E	2022-12-08	3
Denmark	22E	2022-12-08	379
Finland	22E	2022-12-08	6
France	22E	2022-12-08	166
Germany	22E	2022-12-08	297
Greece	22E	2022-12-08	32
Ireland	22E	2022-12-08	58
Italy	22E	2022-12-08	26
Japan	22E	2022-12-08	230
Lithuania	22E	2022-12-08	7
Malaysia	22E	2022-12-08	2
Netherlands	22E	2022-12-08	63
New Zealand	22E	2022-12-08	33
Peru	22E	2022-12-08	15
Poland	22E	2022-12-08	3
Russia	22E	2022-12-08	4
Singapore	22E	2022-12-08	5
Slovakia	22E	2022-12-08	4
Slovenia	22E	2022-12-08	26
South Korea	22E	2022-12-08	54
Spain	22E	2022-12-08	75
Sweden	22E	2022-12-08	165
Switzerland	22E	2022-12-08	28
USA	22E	2022-12-08	2211
United Kingdom	22E	2022-12-08	510
Australia	22E	2022-12-09	43
Austria	22E	2022-12-09	11
Belgium	22E	2022-12-09	66
Brazil	22E	2022-12-09	108
Canada	22E	2022-12-09	265
Chile	22E	2022-12-09	19
China	22E	2022-12-09	9
Croatia	22E	2022-12-09	1
Denmark	22E	2022-12-09	152
Finland	22E	2022-12-09	37
France	22E	2022-12-09	176
Germany	22E	2022-12-09	213
Greece	22E	2022-12-09	41
Ireland	22E	2022-12-09	12
Italy	22E	2022-12-09	56
Japan	22E	2022-12-09	217
Lithuania	22E	2022-12-09	4
Malaysia	22E	2022-12-09	2
Netherlands	22E	2022-12-09	58
New Zealand	22E	2022-12-09	21
Peru	22E	2022-12-09	22
Poland	22E	2022-12-09	2
Russia	22E	2022-12-09	9
Singapore	22E	2022-12-09	20
Slovenia	22E	2022-12-09	33
South Korea	22E	2022-12-09	12
Spain	22E	2022-12-09	160
Sweden	22E	2022-12-09	163
Switzerland	22E	2022-12-09	69
USA	22E	2022-12-09	2261
United Kingdom	22E	2022-12-09	455
Australia	22E	2022-12-10	29
Austria	22E	2022-12-10	16
Belgium	22E	2022-12-10	25
Brazil	22E	2022-12-10	47
Canada	22E	2022-12-10	167
Chile	22E	2022-12-10	17
China	22E	2022-12-10	8
Denmark	22E	2022-12-10	82
Finland	22E	2022-12-10	36
France	22E	2022-12-10	131
Germany	22E	2022-12-10	146
Greece	22E	2022-12-10	10
Ireland	22E	2022-12-10	7
Italy	22E	2022-12-10	60
Japan	22E	2022-12-10	124
Malaysia	22E	2022-12-10	2
Netherlands	22E	2022-12-10	64
New Zealand	22E	2022-12-10	24
Peru	22E	2022-12-10	45
Poland	22E	2022-12-10	1
Russia	22E	2022-12-10	5
Singapore	22E	2022-12-10	10
Slovenia	22E	2022-12-10	16
South Korea	22E	2022-12-10	14
Spain	22E	2022-12-10	81
Sweden	22E	2022-12-10	96
Switzerland	22E	2022-12-10	29
USA	22E	2022-12-10	1569
United Kingdom	22E	2022-12-10	282
Australia	22E	2022-12-11	43
Austria	22E	2022-12-11	50
Belgium	22E	2022-12-11	25
Brazil	22E	2022-12-11	51
Canada	22E	2022-12-11	184
Chile	22E	2022-12-11	17
China	22E	2022-12-11	4
Denmark	22E	2022-12-11	119
Finland	22E	2022-12-11	5
France	22E	2022-12-11	172
Germany	22E	2022-12-11	103
Greece	22E	2022-12-11	6
Ireland	22E	2022-12-11	10
Italy	22E	2022-12-11	59
Japan	22E	2022-12-11	27
Malaysia	22E	2022-12-11	3
Netherlands	22E	2022-12-11	62
New Zealand	22E	2022-12-11	14
Peru	22E	2022-12-11	15
Russia	22E	2022-12-11	2
Singapore	22E	2022-12-11	4
Slovenia	22E	2022-12-11	13
South Korea	22E	2022-12-11	40
Spain	22E	2022-12-11	66
Sweden	22E	2022-12-11	85
Switzerland	22E	2022-12-11	23
USA	22E	2022-12-11	1584
United Kingdom	22E	2022-12-11	247
Australia	22E	2022-12-12	91
Austria	22E	2022-12-12	199
Belgium	22E	2022-12-12	57
Brazil	22E	2022-12-12	210
Canada	22E	2022-12-12	731
Chile	22E	2022-12-12	32
China	22E	2022-12-12	4
Croatia	22E	2022-12-12	4
Denmark	22E	2022-12-12	385
Finland	22E	2022-12-12	39
France	22E	2022-12-12	2489
Germany	22E	2022-12-12	370
Greece	22E	2022-12-12	43
Ireland	22E	2022-12-12	17
Italy	22E	2022-12-12	229
Japan	22E	2022-12-12	333
Lithuania	22E	2022-12-12	14
Malaysia	22E	2022-12-12	5
Netherlands	22E	2022-12-12	94
New Zealand	22E	2022-12-12	39
Peru	22E	2022-12-12	69
Poland	22E	2022-12-12	8
Russia	22E	2022-12-12	9
Singapore	22E	2022-12-12	13
Slovakia	22E	2022-12-12	1
Slovenia	22E	2022-12-12	53
South Korea	22E	2022-12-12	23
Spain	22E	2022-12-12	141
Sweden	22E	2022-12-12	270
Switzerland	22E	2022-12-12	61
USA	22E	2022-12-12	2960
United Kingdom	22E	2022-12-12	806
Australia	22E	2022-12-13	66
Austria	22E	2022-12-13	135
Belgium	22E	2022-12-13	58
Brazil	22E	2022-12-13	229
Canada	22E	2022-12-13	329
Chile	22E	2022-12-13	35
China	22E	2022-12-13	6
Croatia	22E	2022-12-13	1
Denmark	22E	2022-12-13	159
Finland	22E	2022-12-13	9
France	22E	2022-12-13	247
Germany	22E	2022-12-13	243
Greece	22E	2022-12-13	29
Ireland	22E	2022-12-13	28
Italy	22E	2022-12-13	546
Japan	22E	2022-12-13	304
Lithuania	22E	2022-12-13	9
Malaysia	22E	2022-12-13	6
Netherlands	22E	2022-12-13	93
New Zealand	22E	2022-12-13	39
Peru	22E	2022-12-13	29
Poland	22E	2022-12-13	4
Russia	22E	2022-12-13	12
Singapore	22E	2022-12-13	20
Slovakia	22E	2022-12-13	2
Slovenia	22E	2022-12-13	52
South Korea	22E	2022-12-13	7
Spain	22E	2022-12-13	165
Sweden	22E	2022-12-13	274
Switzerland	22E	2022-12-13	48
USA	22E	2022-12-13	2375
United Kingdom	22E	2022-12-13	738
Australia	22E	2022-12-14	113
Austria	22E	2022-12-14	111
Belgium	22E	2022-12-14	63
Brazil	22E	2022-12-14	180
Canada	22E	2022-12-14	328
Chile	22E	2022-12-14	28
China	22E	2022-12-14	9
Denmark	22E	2022-12-14	269
Finland	22E	2022-12-14	8
France	22E	2022-12-14	250
Germany	22E	2022-12-14	341
Greece	22E	2022-12-14	25
Ireland	22E	2022-12-14	16
Italy	22E	2022-12-14	88
Japan	22E	2022-12-14	198
Lithuania	22E	2022-12-14	6
Malaysia	22E	2022-12-14	5
Netherlands	22E	2022-12-14	87
New Zealand	22E	2022-12-14	33
Peru	22E	2022-12-14	37
Poland	22E	2022-12-14	5
Russia	22E	2022-12-14	8
Singapore	22E	2022-12-14	11
Slovakia	22E	2022-12-14	2
Slovenia	22E	2022-12-14	62
South Korea	22E	2022-12-14	33
Spain	22E	2022-12-14	188
Sweden	22E	2022-12-14	190
Switzerland	22E	2022-12-14	76
USA	22E	2022-12-14	2010
United Kingdom	22E	2022-12-14	629
Australia	22E	2022-12-15	60
Austria	22E	2022-12-15	26
Belgium	22E	2022-12-15	63
Brazil	22E	2022-12-15	175
Canada	22E	2022-12-15	310
Chile	22E	2022-12-15	15
China	22E	2022-12-15	7
Croatia	22E	2022-12-15	2
Denmark	22E	2022-12-15	294
Finland	22E	2022-12-15	5
France	22E	2022-12-15	208
Germany	22E	2022-12-15	332
Greece	22E	2022-12-15	22
Ireland	22E	2022-12-15	51
Italy	22E	2022-12-15	61
Japan	22E	2022-12-15	275
Lithuania	22E	2022-12-15	6
Malaysia	22E	2022-12-15	3
Netherlands	22E	2022-12-15	98
New Zealand	22E	2022-12-15	35
Peru	22E	2022-12-15	27
Poland	22E	2022-12-15	7
Russia	22E	2022-12-15	9
Singapore	22E	2022-12-15	22
Slovakia	22E	2022-12-15	1
Slovenia	22E	2022-12-15	36
South Korea	22E	2022-12-15	51
Spain	22E	2022-12-15	118
Sweden	22E	2022-12-15	124
Switzerland	22E	2022-12-15	51
USA	22E	2022-12-15	2253
United Kingdom	22E	2022-12-15	515
Australia	22E	2022-12-16	19
Austria	22E	2022-12-16	9
Belgium	22E	2022-12-16	48
Brazil	22E	2022-12-16	152
Canada	22E	2022-12-16	327
Chile	22E	2022-12-16	25
China	22E	2022-12-16	4
Croatia	22E	2022-12-16	12
Denmark	22E	2022-12-16	249
Finland	22E	2022-12-16	32
France	22E	2022-12-16	143
Germany	22E	2022-12-16	343
Greece	22E	2022-12-16	32
Ireland	22E	2022-12-16	111
Italy	22E	2022-12-16	56
Japan	22E	2022-12-16	302
Lithuania	22E	2022-12-16	7
Malaysia	22E	2022-12-16	4
Netherlands	22E	2022-12-16	74
New Zealand	22E	2022-12-16	25
Peru	22E	2022-12-16	45
Poland	22E	2022-12-16	3
Russia	22E	2022-12-16	5
Singapore	22E	2022-12-16	24
Slovakia	22E	2022-12-16	3
Slovenia	22E	2022-12-16	55
South Korea	22E	2022-12-16	15
Spain	22E	2022-12-16	180
Sweden	22E	2022-12-16	119
Switzerland	22E	2022-12-16	44
USA	22E	2022-12-16	1696
United Kingdom	22E	2022-12-16	743
Australia	22E	2022-12-17	26
Austria	22E	2022-12-17	10
Belgium	22E	2022-12-17	27
Brazil	22E	2022-12-17	42
Canada	22E	2022-12-17	221
Chile	22E	2022-12-17	20
China	22E	2022-12-17	1
Croatia	22E	2022-12-17	4
Denmark	22E	2022-12-17	236
Finland	22E	2022-12-17	49
France	22E	2022-12-17	117
Germany	22E	2022-12-17	155
Greece	22E	2022-12-17	4
Ireland	22E	2022-12-17	29
Italy	22E	2022-12-17	53
Japan	22E	2022-12-17	136
Malaysia	22E	2022-12-17	3
Netherlands	22E	2022-12-17	81
New Zealand	22E	2022-12-17	22
Peru	22E	2022-12-17	12
Russia	22E	2022-12-17	6
Singapore	22E	2022-12-17	17
Slovakia	22E	2022-12-17	1
Slovenia	22E	2022-12-17	28
South Korea	22E	2022-12-17	19
Spain	22E	2022-12-17	94
Sweden	22E	2022-12-17	51
Switzerland	22E	2022-12-17	19
USA	22E	2022-12-17	1349
United Kingdom	22E	2022-12-17	397
Australia	22E	2022-12-18	34
Austria	22E	2022-12-18	52
Belgium	22E	2022-12-18	38
Brazil	22E	2022-12-18	43
Canada	22E	2022-12-18	229
Chile	22E	2022-12-18	29
China	22E	2022-12-18	1
Denmark	22E	2022-12-18	310
Finland	22E	2022-12-18	8
France	22E	2022-12-18	141
Germany	22E	2022-12-18	111
Greece	22E	2022-12-18	9
Ireland	22E	2022-12-18	87
Italy	22E	2022-12-18	32
Japan	22E	2022-12-18	36
Malaysia	22E	2022-12-18	1
Netherlands	22E	2022-12-18	74
New Zealand	22E	2022-12-18	11
Peru	22E	2022-12-18	8
Singapore	22E	2022-12-18	7
Slovenia	22E	2022-12-18	32
South Korea	22E	2022-12-18	48
Spain	22E	2022-12-18	58
Sweden	22E	2022-12-18	67
Switzerland	22E	2022-12-18	25
USA	22E	2022-12-18	1459
United Kingdom	22E	2022-12-18	364
Australia	22E	2022-12-19	40
Austria	22E	2022-12-19	280
Belgium	22E	2022-12-19	70
Brazil	22E	2022-12-19	190
Canada	22E	2022-12-19	882
Chile	22E	2022-12-19	34
China	22E	2022-12-19	2
Croatia	22E	2022-12-19	5
Denmark	22E	2022-12-19	722
Finland	22E	2022-12-19	23
France	22E	2022-12-19	2212
Germany	22E	2022-12-19	305
Greece	22E	2022-12-19	27
Ireland	22E	2022-12-19	16
Italy	22E	2022-12-19	136
Japan	22E	2022-12-19	380
Lithuania	22E	2022-12-19	3
Malaysia	22E	2022-12-19	2
Netherlands	22E	2022-12-19	81
New Zealand	22E	2022-12-19	30
Peru	22E	2022-12-19	43
Poland	22E	2022-12-19	7
Russia	22E	2022-12-19	1
Singapore	22E	2022-12-19	16
Slovakia	22E	2022-12-19	4
Slovenia	22E	2022-12-19	30
South Korea	22E	2022-12-19	13
Spain	22E	2022-12-19	152
Sweden	22E	2022-12-19	303
Switzerland	22E	2022-12-19	59
USA	22E	2022-12-19	2755
United Kingdom	22E	2022-12-19	1050
Australia	22E	2022-12-20	23
Austria	22E	2022-12-20	119
Belgium	22E	2022-12-20	63
Brazil	22E	2022-12-20	153
Canada	22E	2022-12-20	436
Chile	22E	2022-12-20	22
China	22E	2022-12-20	2
Croatia	22E	2022-12-20	7
Denmark	22E	2022-12-20	253
Finland	22E	2022-12-20	16
France	22E	2022-12-20	179
Germany	22E	2022-12-20	272
Greece	22E	2022-12-20	27
Ireland	22E	2022-12-20	15
Italy	22E	2022-12-20	113
Japan	22E	2022-12-20	312
