location	variant	date	sequences
Ireland	21K	2022-03-08	10
Italy	21K	2022-03-08	102
Japan	21K	2022-03-08	653
Lithuania	21K	2022-03-08	13
Malaysia	21K	2022-03-08	4
Netherlands	21K	2022-03-08	65
New Zealand	21K	2022-03-08	17
Peru	21K	2022-03-08	39
Poland	21K	2022-03-08	27
Russia	21K	2022-03-08	14
Singapore	21K	2022-03-08	3
Slovakia	21K	2022-03-08	36
Slovenia	21K	2022-03-08	99
South Korea	21K	2022-03-08	54
Spain	21K	2022-03-08	106
Sweden	21K	2022-03-08	31
Switzerland	21K	2022-03-08	22
USA	21K	2022-03-08	2066
United Kingdom	21K	2022-03-08	1705
Australia	21K	2022-03-09	144
Austria	21K	2022-03-09	19
Belgium	21K	2022-03-09	116
Brazil	21K	2022-03-09	268
Canada	21K	2022-03-09	400
Chile	21K	2022-03-09	29
Croatia	21K	2022-03-09	45
Denmark	21K	2022-03-09	28
Finland	21K	2022-03-09	14
France	21K	2022-03-09	78
Germany	21K	2022-03-09	1132
Ireland	21K	2022-03-09	9
Italy	21K	2022-03-09	45
Japan	21K	2022-03-09	459
Lithuania	21K	2022-03-09	10
Malaysia	21K	2022-03-09	5
Netherlands	21K	2022-03-09	76
New Zealand	21K	2022-03-09	12
Peru	21K	2022-03-09	45
Poland	21K	2022-03-09	8
Russia	21K	2022-03-09	25
Singapore	21K	2022-03-09	1
Slovakia	21K	2022-03-09	61
Slovenia	21K	2022-03-09	103
South Korea	21K	2022-03-09	6
Spain	21K	2022-03-09	134
Sweden	21K	2022-03-09	31
Switzerland	21K	2022-03-09	72
USA	21K	2022-03-09	1866
United Kingdom	21K	2022-03-09	2171
Australia	21K	2022-03-10	160
Austria	21K	2022-03-10	14
Belgium	21K	2022-03-10	130
Brazil	21K	2022-03-10	282
Canada	21K	2022-03-10	387
Chile	21K	2022-03-10	40
China	21K	2022-03-10	2
Croatia	21K	2022-03-10	60
Denmark	21K	2022-03-10	25
Finland	21K	2022-03-10	36
France	21K	2022-03-10	65
Germany	21K	2022-03-10	804
Ireland	21K	2022-03-10	1
Italy	21K	2022-03-10	59
Japan	21K	2022-03-10	587
Lithuania	21K	2022-03-10	17
Malaysia	21K	2022-03-10	1
Netherlands	21K	2022-03-10	63
New Zealand	21K	2022-03-10	11
Peru	21K	2022-03-10	36
Poland	21K	2022-03-10	13
Russia	21K	2022-03-10	12
Singapore	21K	2022-03-10	3
Slovakia	21K	2022-03-10	38
Slovenia	21K	2022-03-10	74
South Korea	21K	2022-03-10	34
Spain	21K	2022-03-10	84
Sweden	21K	2022-03-10	24
Switzerland	21K	2022-03-10	27
USA	21K	2022-03-10	1715
United Kingdom	21K	2022-03-10	1226
Australia	21K	2022-03-11	79
Austria	21K	2022-03-11	4
Belgium	21K	2022-03-11	92
Brazil	21K	2022-03-11	218
Canada	21K	2022-03-11	326
Chile	21K	2022-03-11	8
China	21K	2022-03-11	2
Croatia	21K	2022-03-11	27
Denmark	21K	2022-03-11	25
Finland	21K	2022-03-11	67
France	21K	2022-03-11	32
Germany	21K	2022-03-11	596
Italy	21K	2022-03-11	53
Japan	21K	2022-03-11	412
Lithuania	21K	2022-03-11	9
Malaysia	21K	2022-03-11	4
Netherlands	21K	2022-03-11	41
New Zealand	21K	2022-03-11	12
Peru	21K	2022-03-11	34
Poland	21K	2022-03-11	44
Russia	21K	2022-03-11	8
Singapore	21K	2022-03-11	3
Slovakia	21K	2022-03-11	21
Slovenia	21K	2022-03-11	63
South Korea	21K	2022-03-11	57
Spain	21K	2022-03-11	103
Sweden	21K	2022-03-11	11
Switzerland	21K	2022-03-11	43
USA	21K	2022-03-11	1477
United Kingdom	21K	2022-03-11	1147
Australia	21K	2022-03-12	45
Austria	21K	2022-03-12	2
Belgium	21K	2022-03-12	50
Brazil	21K	2022-03-12	94
Canada	21K	2022-03-12	223
Chile	21K	2022-03-12	31
China	21K	2022-03-12	5
Croatia	21K	2022-03-12	33
Denmark	21K	2022-03-12	14
Finland	21K	2022-03-12	49
France	21K	2022-03-12	29
Germany	21K	2022-03-12	382
Greece	21K	2022-03-12	1
Ireland	21K	2022-03-12	2
Italy	21K	2022-03-12	17
Japan	21K	2022-03-12	454
Lithuania	21K	2022-03-12	19
Malaysia	21K	2022-03-12	7
Netherlands	21K	2022-03-12	21
New Zealand	21K	2022-03-12	5
Peru	21K	2022-03-12	15
Poland	21K	2022-03-12	13
Russia	21K	2022-03-12	3
Singapore	21K	2022-03-12	4
Slovakia	21K	2022-03-12	9
Slovenia	21K	2022-03-12	26
South Korea	21K	2022-03-12	15
Spain	21K	2022-03-12	53
Sweden	21K	2022-03-12	6
Switzerland	21K	2022-03-12	69
USA	21K	2022-03-12	875
United Kingdom	21K	2022-03-12	1007
Australia	21K	2022-03-13	77
Austria	21K	2022-03-13	1
Belgium	21K	2022-03-13	55
Brazil	21K	2022-03-13	64
Canada	21K	2022-03-13	260
Chile	21K	2022-03-13	41
China	21K	2022-03-13	3
Croatia	21K	2022-03-13	8
Denmark	21K	2022-03-13	41
Finland	21K	2022-03-13	2
France	21K	2022-03-13	43
Germany	21K	2022-03-13	198
Ireland	21K	2022-03-13	1
Italy	21K	2022-03-13	11
Japan	21K	2022-03-13	205
Lithuania	21K	2022-03-13	9
Malaysia	21K	2022-03-13	7
Netherlands	21K	2022-03-13	38
New Zealand	21K	2022-03-13	10
Peru	21K	2022-03-13	9
Poland	21K	2022-03-13	6
Russia	21K	2022-03-13	7
Singapore	21K	2022-03-13	2
Slovakia	21K	2022-03-13	39
Slovenia	21K	2022-03-13	21
South Korea	21K	2022-03-13	10
Spain	21K	2022-03-13	41
Sweden	21K	2022-03-13	8
Switzerland	21K	2022-03-13	41
USA	21K	2022-03-13	838
United Kingdom	21K	2022-03-13	1174
Australia	21K	2022-03-14	123
Austria	21K	2022-03-14	14
Belgium	21K	2022-03-14	90
Brazil	21K	2022-03-14	227
Canada	21K	2022-03-14	780
Chile	21K	2022-03-14	48
China	21K	2022-03-14	4
Croatia	21K	2022-03-14	22
Denmark	21K	2022-03-14	37
Finland	21K	2022-03-14	19
France	21K	2022-03-14	1031
Germany	21K	2022-03-14	605
Greece	21K	2022-03-14	3
Ireland	21K	2022-03-14	7
Italy	21K	2022-03-14	66
Japan	21K	2022-03-14	459
Lithuania	21K	2022-03-14	10
Malaysia	21K	2022-03-14	13
Netherlands	21K	2022-03-14	34
New Zealand	21K	2022-03-14	16
Peru	21K	2022-03-14	39
Poland	21K	2022-03-14	35
Russia	21K	2022-03-14	5
Singapore	21K	2022-03-14	2
Slovakia	21K	2022-03-14	49
Slovenia	21K	2022-03-14	69
South Korea	21K	2022-03-14	22
Spain	21K	2022-03-14	117
Sweden	21K	2022-03-14	19
Switzerland	21K	2022-03-14	62
USA	21K	2022-03-14	1912
United Kingdom	21K	2022-03-14	1673
Australia	21K	2022-03-15	93
Austria	21K	2022-03-15	48
Belgium	21K	2022-03-15	75
Brazil	21K	2022-03-15	151
Canada	21K	2022-03-15	365
Chile	21K	2022-03-15	72
China	21K	2022-03-15	3
Croatia	21K	2022-03-15	24
Denmark	21K	2022-03-15	13
Finland	21K	2022-03-15	23
France	21K	2022-03-15	49
Germany	21K	2022-03-15	546
Greece	21K	2022-03-15	14
Ireland	21K	2022-03-15	104
Italy	21K	2022-03-15	52
Japan	21K	2022-03-15	572
Lithuania	21K	2022-03-15	12
Malaysia	21K	2022-03-15	36
Netherlands	21K	2022-03-15	43
New Zealand	21K	2022-03-15	8
Peru	21K	2022-03-15	24
Poland	21K	2022-03-15	54
Russia	21K	2022-03-15	12
Singapore	21K	2022-03-15	2
Slovakia	21K	2022-03-15	38
Slovenia	21K	2022-03-15	92
South Korea	21K	2022-03-15	26
Spain	21K	2022-03-15	132
Sweden	21K	2022-03-15	17
Switzerland	21K	2022-03-15	57
USA	21K	2022-03-15	1419
United Kingdom	21K	2022-03-15	1051
Australia	21K	2022-03-16	100
Austria	21K	2022-03-16	71
Belgium	21K	2022-03-16	58
Brazil	21K	2022-03-16	117
Canada	21K	2022-03-16	329
Chile	21K	2022-03-16	47
China	21K	2022-03-16	2
Croatia	21K	2022-03-16	24
Denmark	21K	2022-03-16	27
Finland	21K	2022-03-16	35
France	21K	2022-03-16	83
Germany	21K	2022-03-16	654
Greece	21K	2022-03-16	12
Ireland	21K	2022-03-16	5
Italy	21K	2022-03-16	45
Japan	21K	2022-03-16	439
Lithuania	21K	2022-03-16	9
Malaysia	21K	2022-03-16	42
Netherlands	21K	2022-03-16	25
New Zealand	21K	2022-03-16	16
Peru	21K	2022-03-16	31
Poland	21K	2022-03-16	9
Russia	21K	2022-03-16	10
Slovakia	21K	2022-03-16	46
Slovenia	21K	2022-03-16	70
South Korea	21K	2022-03-16	38
Spain	21K	2022-03-16	112
Sweden	21K	2022-03-16	17
Switzerland	21K	2022-03-16	18
USA	21K	2022-03-16	1435
United Kingdom	21K	2022-03-16	1086
Australia	21K	2022-03-17	123
Austria	21K	2022-03-17	11
Belgium	21K	2022-03-17	41
Brazil	21K	2022-03-17	91
Canada	21K	2022-03-17	246
Chile	21K	2022-03-17	26
China	21K	2022-03-17	1
Croatia	21K	2022-03-17	18
Denmark	21K	2022-03-17	23
Finland	21K	2022-03-17	34
France	21K	2022-03-17	54
Germany	21K	2022-03-17	577
Greece	21K	2022-03-17	12
Ireland	21K	2022-03-17	1
Italy	21K	2022-03-17	25
Japan	21K	2022-03-17	457
Lithuania	21K	2022-03-17	9
Malaysia	21K	2022-03-17	18
Netherlands	21K	2022-03-17	18
New Zealand	21K	2022-03-17	10
Peru	21K	2022-03-17	31
Poland	21K	2022-03-17	18
Singapore	21K	2022-03-17	1
Slovakia	21K	2022-03-17	14
Slovenia	21K	2022-03-17	66
South Korea	21K	2022-03-17	15
Spain	21K	2022-03-17	80
Sweden	21K	2022-03-17	13
Switzerland	21K	2022-03-17	19
USA	21K	2022-03-17	1243
United Kingdom	21K	2022-03-17	1034
Australia	21K	2022-03-18	69
Austria	21K	2022-03-18	12
Belgium	21K	2022-03-18	45
Brazil	21K	2022-03-18	66
Canada	21K	2022-03-18	285
Chile	21K	2022-03-18	10
China	21K	2022-03-18	2
Croatia	21K	2022-03-18	9
Denmark	21K	2022-03-18	15
Finland	21K	2022-03-18	69
France	21K	2022-03-18	27
Germany	21K	2022-03-18	454
Greece	21K	2022-03-18	10
Italy	21K	2022-03-18	41
Japan	21K	2022-03-18	324
Lithuania	21K	2022-03-18	8
Malaysia	21K	2022-03-18	2
Netherlands	21K	2022-03-18	27
New Zealand	21K	2022-03-18	18
Peru	21K	2022-03-18	32
Poland	21K	2022-03-18	12
Russia	21K	2022-03-18	15
Singapore	21K	2022-03-18	6
Slovakia	21K	2022-03-18	25
Slovenia	21K	2022-03-18	59
South Korea	21K	2022-03-18	9
Spain	21K	2022-03-18	91
Sweden	21K	2022-03-18	10
Switzerland	21K	2022-03-18	15
USA	21K	2022-03-18	1151
United Kingdom	21K	2022-03-18	740
Australia	21K	2022-03-19	38
Austria	21K	2022-03-19	5
Belgium	21K	2022-03-19	20
Brazil	21K	2022-03-19	29
Canada	21K	2022-03-19	179
Chile	21K	2022-03-19	42
China	21K	2022-03-19	3
Croatia	21K	2022-03-19	12
Denmark	21K	2022-03-19	12
Finland	21K	2022-03-19	3
France	21K	2022-03-19	26
Germany	21K	2022-03-19	250
Greece	21K	2022-03-19	5
Italy	21K	2022-03-19	29
Japan	21K	2022-03-19	323
Lithuania	21K	2022-03-19	6
Malaysia	21K	2022-03-19	2
Netherlands	21K	2022-03-19	22
New Zealand	21K	2022-03-19	12
Peru	21K	2022-03-19	17
Poland	21K	2022-03-19	10
Russia	21K	2022-03-19	4
Singapore	21K	2022-03-19	5
Slovakia	21K	2022-03-19	7
Slovenia	21K	2022-03-19	29
South Korea	21K	2022-03-19	1
Spain	21K	2022-03-19	22
Sweden	21K	2022-03-19	6
Switzerland	21K	2022-03-19	16
USA	21K	2022-03-19	818
United Kingdom	21K	2022-03-19	668
Australia	21K	2022-03-20	46
Belgium	21K	2022-03-20	18
Brazil	21K	2022-03-20	19
Canada	21K	2022-03-20	220
Chile	21K	2022-03-20	30
China	21K	2022-03-20	5
Croatia	21K	2022-03-20	2
Denmark	21K	2022-03-20	19
Finland	21K	2022-03-20	12
France	21K	2022-03-20	30
Germany	21K	2022-03-20	261
Greece	21K	2022-03-20	3
Ireland	21K	2022-03-20	2
Italy	21K	2022-03-20	23
Japan	21K	2022-03-20	185
Lithuania	21K	2022-03-20	4
Malaysia	21K	2022-03-20	3
Netherlands	21K	2022-03-20	18
New Zealand	21K	2022-03-20	10
Peru	21K	2022-03-20	6
Poland	21K	2022-03-20	2
Russia	21K	2022-03-20	3
Singapore	21K	2022-03-20	2
Slovakia	21K	2022-03-20	21
Slovenia	21K	2022-03-20	16
South Korea	21K	2022-03-20	10
Spain	21K	2022-03-20	16
Sweden	21K	2022-03-20	4
Switzerland	21K	2022-03-20	26
USA	21K	2022-03-20	726
United Kingdom	21K	2022-03-20	478
Australia	21K	2022-03-21	73
Austria	21K	2022-03-21	13
Belgium	21K	2022-03-21	49
Brazil	21K	2022-03-21	84
Canada	21K	2022-03-21	546
Chile	21K	2022-03-21	32
China	21K	2022-03-21	1
Croatia	21K	2022-03-21	10
Denmark	21K	2022-03-21	27
Finland	21K	2022-03-21	14
France	21K	2022-03-21	685
Germany	21K	2022-03-21	387
Greece	21K	2022-03-21	6
Ireland	21K	2022-03-21	11
Italy	21K	2022-03-21	40
Japan	21K	2022-03-21	216
Lithuania	21K	2022-03-21	9
Malaysia	21K	2022-03-21	1
Netherlands	21K	2022-03-21	24
New Zealand	21K	2022-03-21	15
Peru	21K	2022-03-21	21
Poland	21K	2022-03-21	8
Russia	21K	2022-03-21	1
Singapore	21K	2022-03-21	1
Slovakia	21K	2022-03-21	33
Slovenia	21K	2022-03-21	53
South Korea	21K	2022-03-21	22
Spain	21K	2022-03-21	67
Sweden	21K	2022-03-21	18
Switzerland	21K	2022-03-21	41
USA	21K	2022-03-21	1352
United Kingdom	21K	2022-03-21	634
Australia	21K	2022-03-22	64
Austria	21K	2022-03-22	38
Belgium	21K	2022-03-22	53
Brazil	21K	2022-03-22	69
Canada	21K	2022-03-22	377
Chile	21K	2022-03-22	45
China	21K	2022-03-22	2
Croatia	21K	2022-03-22	18
Denmark	21K	2022-03-22	29
Finland	21K	2022-03-22	14
France	21K	2022-03-22	39
Germany	21K	2022-03-22	354
Greece	21K	2022-03-22	5
Ireland	21K	2022-03-22	100
Italy	21K	2022-03-22	47
Japan	21K	2022-03-22	472
Lithuania	21K	2022-03-22	3
Malaysia	21K	2022-03-22	6
Netherlands	21K	2022-03-22	20
New Zealand	21K	2022-03-22	14
Peru	21K	2022-03-22	27
Poland	21K	2022-03-22	7
Russia	21K	2022-03-22	3
Slovakia	21K	2022-03-22	17
Slovenia	21K	2022-03-22	36
South Korea	21K	2022-03-22	11
Spain	21K	2022-03-22	60
Sweden	21K	2022-03-22	4
Switzerland	21K	2022-03-22	18
USA	21K	2022-03-22	1057
United Kingdom	21K	2022-03-22	578
Australia	21K	2022-03-23	55
Austria	21K	2022-03-23	177
Belgium	21K	2022-03-23	25
Brazil	21K	2022-03-23	75
Canada	21K	2022-03-23	236
Chile	21K	2022-03-23	38
China	21K	2022-03-23	3
Croatia	21K	2022-03-23	14
Denmark	21K	2022-03-23	11
Finland	21K	2022-03-23	7
France	21K	2022-03-23	32
Germany	21K	2022-03-23	240
Greece	21K	2022-03-23	15
Ireland	21K	2022-03-23	5
Italy	21K	2022-03-23	15
Japan	21K	2022-03-23	304
Lithuania	21K	2022-03-23	11
Malaysia	21K	2022-03-23	20
Netherlands	21K	2022-03-23	25
New Zealand	21K	2022-03-23	8
Peru	21K	2022-03-23	24
Poland	21K	2022-03-23	1
Russia	21K	2022-03-23	9
Singapore	21K	2022-03-23	7
Slovakia	21K	2022-03-23	20
Slovenia	21K	2022-03-23	50
South Korea	21K	2022-03-23	28
Spain	21K	2022-03-23	63
Sweden	21K	2022-03-23	4
Switzerland	21K	2022-03-23	26
USA	21K	2022-03-23	983
United Kingdom	21K	2022-03-23	525
Australia	21K	2022-03-24	78
Austria	21K	2022-03-24	41
Belgium	21K	2022-03-24	38
Brazil	21K	2022-03-24	68
Canada	21K	2022-03-24	283
Chile	21K	2022-03-24	16
China	21K	2022-03-24	1
Croatia	21K	2022-03-24	21
Denmark	21K	2022-03-24	14
Finland	21K	2022-03-24	24
France	21K	2022-03-24	41
Germany	21K	2022-03-24	335
Greece	21K	2022-03-24	11
Ireland	21K	2022-03-24	1
Italy	21K	2022-03-24	22
Japan	21K	2022-03-24	397
Lithuania	21K	2022-03-24	6
Malaysia	21K	2022-03-24	9
Netherlands	21K	2022-03-24	13
New Zealand	21K	2022-03-24	10
Peru	21K	2022-03-24	25
Poland	21K	2022-03-24	7
Russia	21K	2022-03-24	7
Singapore	21K	2022-03-24	2
Slovakia	21K	2022-03-24	11
Slovenia	21K	2022-03-24	55
South Korea	21K	2022-03-24	24
Spain	21K	2022-03-24	35
Sweden	21K	2022-03-24	5
Switzerland	21K	2022-03-24	11
USA	21K	2022-03-24	936
United Kingdom	21K	2022-03-24	538
Australia	21K	2022-03-25	44
Belgium	21K	2022-03-25	29
Brazil	21K	2022-03-25	49
Canada	21K	2022-03-25	258
Chile	21K	2022-03-25	17
Croatia	21K	2022-03-25	16
Denmark	21K	2022-03-25	9
Finland	21K	2022-03-25	41
France	21K	2022-03-25	25
Germany	21K	2022-03-25	131
Greece	21K	2022-03-25	6
Ireland	21K	2022-03-25	1
Italy	21K	2022-03-25	61
Japan	21K	2022-03-25	324
Lithuania	21K	2022-03-25	6
Malaysia	21K	2022-03-25	7
Netherlands	21K	2022-03-25	19
New Zealand	21K	2022-03-25	14
Peru	21K	2022-03-25	15
Poland	21K	2022-03-25	9
Russia	21K	2022-03-25	1
Singapore	21K	2022-03-25	1
Slovakia	21K	2022-03-25	16
Slovenia	21K	2022-03-25	34
South Korea	21K	2022-03-25	46
Spain	21K	2022-03-25	28
Sweden	21K	2022-03-25	3
Switzerland	21K	2022-03-25	6
USA	21K	2022-03-25	717
United Kingdom	21K	2022-03-25	486
Australia	21K	2022-03-26	43
Austria	21K	2022-03-26	9
Belgium	21K	2022-03-26	9
Brazil	21K	2022-03-26	14
Canada	21K	2022-03-26	137
Chile	21K	2022-03-26	19
Croatia	21K	2022-03-26	17
Denmark	21K	2022-03-26	29
Finland	21K	2022-03-26	12
France	21K	2022-03-26	17
Germany	21K	2022-03-26	153
Greece	21K	2022-03-26	10
Ireland	21K	2022-03-26	1
Italy	21K	2022-03-26	142
Japan	21K	2022-03-26	300
Lithuania	21K	2022-03-26	3
Malaysia	21K	2022-03-26	10
Netherlands	21K	2022-03-26	12
New Zealand	21K	2022-03-26	1
Peru	21K	2022-03-26	7
Poland	21K	2022-03-26	1
Russia	21K	2022-03-26	1
Slovakia	21K	2022-03-26	8
Slovenia	21K	2022-03-26	14
South Korea	21K	2022-03-26	4
Spain	21K	2022-03-26	17
Sweden	21K	2022-03-26	1
Switzerland	21K	2022-03-26	19
USA	21K	2022-03-26	516
United Kingdom	21K	2022-03-26	339
Australia	21K	2022-03-27	50
Austria	21K	2022-03-27	4
Belgium	21K	2022-03-27	13
Brazil	21K	2022-03-27	17
Canada	21K	2022-03-27	183
Chile	21K	2022-03-27	20
Denmark	21K	2022-03-27	12
France	21K	2022-03-27	17
Germany	21K	2022-03-27	57
Greece	21K	2022-03-27	17
Ireland	21K	2022-03-27	1
Italy	21K	2022-03-27	69
Japan	21K	2022-03-27	145
Lithuania	21K	2022-03-27	1
Malaysia	21K	2022-03-27	4
Netherlands	21K	2022-03-27	15
New Zealand	21K	2022-03-27	3
Peru	21K	2022-03-27	2
Russia	21K	2022-03-27	2
Singapore	21K	2022-03-27	3
Slovakia	21K	2022-03-27	17
Slovenia	21K	2022-03-27	12
South Korea	21K	2022-03-27	25
Spain	21K	2022-03-27	10
Sweden	21K	2022-03-27	1
Switzerland	21K	2022-03-27	12
USA	21K	2022-03-27	528
United Kingdom	21K	2022-03-27	290
Australia	21K	2022-03-28	41
Austria	21K	2022-03-28	4
Belgium	21K	2022-03-28	27
Brazil	21K	2022-03-28	55
Canada	21K	2022-03-28	429
Chile	21K	2022-03-28	37
Croatia	21K	2022-03-28	10
Denmark	21K	2022-03-28	22
Finland	21K	2022-03-28	13
France	21K	2022-03-28	358
Germany	21K	2022-03-28	206
Greece	21K	2022-03-28	17
Ireland	21K	2022-03-28	18
Italy	21K	2022-03-28	162
Japan	21K	2022-03-28	321
Lithuania	21K	2022-03-28	2
Malaysia	21K	2022-03-28	2
Netherlands	21K	2022-03-28	22
New Zealand	21K	2022-03-28	8
Peru	21K	2022-03-28	19
Poland	21K	2022-03-28	20
Russia	21K	2022-03-28	8
Singapore	21K	2022-03-28	4
Slovakia	21K	2022-03-28	33
Slovenia	21K	2022-03-28	38
South Korea	21K	2022-03-28	14
Spain	21K	2022-03-28	37
Sweden	21K	2022-03-28	7
Switzerland	21K	2022-03-28	19
USA	21K	2022-03-28	828
United Kingdom	21K	2022-03-28	704
Australia	21K	2022-03-29	36
Austria	21K	2022-03-29	5
Belgium	21K	2022-03-29	22
Brazil	21K	2022-03-29	50
Canada	21K	2022-03-29	200
Chile	21K	2022-03-29	34
China	21K	2022-03-29	1
Croatia	21K	2022-03-29	6
Denmark	21K	2022-03-29	10
Finland	21K	2022-03-29	2
France	21K	2022-03-29	17
Germany	21K	2022-03-29	280
Greece	21K	2022-03-29	17
Ireland	21K	2022-03-29	6
Italy	21K	2022-03-29	29
Japan	21K	2022-03-29	307
Lithuania	21K	2022-03-29	1
Malaysia	21K	2022-03-29	2
Netherlands	21K	2022-03-29	16
New Zealand	21K	2022-03-29	3
Peru	21K	2022-03-29	9
Poland	21K	2022-03-29	8
Russia	21K	2022-03-29	2
Singapore	21K	2022-03-29	1
Slovakia	21K	2022-03-29	11
Slovenia	21K	2022-03-29	41
South Korea	21K	2022-03-29	12
Spain	21K	2022-03-29	59
Sweden	21K	2022-03-29	2
Switzerland	21K	2022-03-29	3
USA	21K	2022-03-29	648
United Kingdom	21K	2022-03-29	287
Australia	21K	2022-03-30	50
Austria	21K	2022-03-30	21
Belgium	21K	2022-03-30	22
Brazil	21K	2022-03-30	42
Canada	21K	2022-03-30	162
Chile	21K	2022-03-30	24
Croatia	21K	2022-03-30	9
Denmark	21K	2022-03-30	15
Finland	21K	2022-03-30	3
France	21K	2022-03-30	13
Germany	21K	2022-03-30	195
Greece	21K	2022-03-30	19
Italy	21K	2022-03-30	19
Japan	21K	2022-03-30	247
Lithuania	21K	2022-03-30	3
Malaysia	21K	2022-03-30	2
Netherlands	21K	2022-03-30	13
New Zealand	21K	2022-03-30	4
Peru	21K	2022-03-30	13
Poland	21K	2022-03-30	1
Russia	21K	2022-03-30	1
Singapore	21K	2022-03-30	6
Slovakia	21K	2022-03-30	13
Slovenia	21K	2022-03-30	51
South Korea	21K	2022-03-30	8
Spain	21K	2022-03-30	55
Sweden	21K	2022-03-30	3
Switzerland	21K	2022-03-30	4
USA	21K	2022-03-30	607
United Kingdom	21K	2022-03-30	118
Australia	21K	2022-03-31	28
Austria	21K	2022-03-31	20
Belgium	21K	2022-03-31	28
Brazil	21K	2022-03-31	31
Canada	21K	2022-03-31	148
Chile	21K	2022-03-31	19
Croatia	21K	2022-03-31	18
Denmark	21K	2022-03-31	12
Finland	21K	2022-03-31	4
France	21K	2022-03-31	25
Germany	21K	2022-03-31	175
Greece	21K	2022-03-31	16
Italy	21K	2022-03-31	28
Japan	21K	2022-03-31	255
Lithuania	21K	2022-03-31	3
Netherlands	21K	2022-03-31	9
New Zealand	21K	2022-03-31	5
Peru	21K	2022-03-31	11
Poland	21K	2022-03-31	5
Russia	21K	2022-03-31	2
Singapore	21K	2022-03-31	2
Slovakia	21K	2022-03-31	4
Slovenia	21K	2022-03-31	38
South Korea	21K	2022-03-31	11
Spain	21K	2022-03-31	21
Sweden	21K	2022-03-31	4
Switzerland	21K	2022-03-31	3
USA	21K	2022-03-31	592
United Kingdom	21K	2022-03-31	68
Australia	21K	2022-04-01	19
Belgium	21K	2022-04-01	17
Brazil	21K	2022-04-01	69
Canada	21K	2022-04-01	159
Chile	21K	2022-04-01	14
Croatia	21K	2022-04-01	1
Denmark	21K	2022-04-01	8
Finland	21K	2022-04-01	12
France	21K	2022-04-01	12
Germany	21K	2022-04-01	82
Greece	21K	2022-04-01	9
Italy	21K	2022-04-01	36
Japan	21K	2022-04-01	324
Lithuania	21K	2022-04-01	2
Malaysia	21K	2022-04-01	2
Netherlands	21K	2022-04-01	11
New Zealand	21K	2022-04-01	2
Peru	21K	2022-04-01	6
Poland	21K	2022-04-01	1
Russia	21K	2022-04-01	6
Singapore	21K	2022-04-01	1
Slovakia	21K	2022-04-01	5
Slovenia	21K	2022-04-01	22
South Korea	21K	2022-04-01	25
Spain	21K	2022-04-01	27
Switzerland	21K	2022-04-01	6
USA	21K	2022-04-01	550
United Kingdom	21K	2022-04-01	84
Australia	21K	2022-04-02	16
Austria	21K	2022-04-02	2
Belgium	21K	2022-04-02	5
Brazil	21K	2022-04-02	25
Canada	21K	2022-04-02	139
Chile	21K	2022-04-02	28
Croatia	21K	2022-04-02	3
Denmark	21K	2022-04-02	10
France	21K	2022-04-02	9
Germany	21K	2022-04-02	63
Greece	21K	2022-04-02	10
Italy	21K	2022-04-02	26
Japan	21K	2022-04-02	182
Lithuania	21K	2022-04-02	1
Malaysia	21K	2022-04-02	4
Netherlands	21K	2022-04-02	7
Peru	21K	2022-04-02	5
Poland	21K	2022-04-02	1
Russia	21K	2022-04-02	1
Slovakia	21K	2022-04-02	2
Slovenia	21K	2022-04-02	8
Spain	21K	2022-04-02	5
Sweden	21K	2022-04-02	1
Switzerland	21K	2022-04-02	2
USA	21K	2022-04-02	352
United Kingdom	21K	2022-04-02	70
Australia	21K	2022-04-03	46
Austria	21K	2022-04-03	1
Belgium	21K	2022-04-03	5
Brazil	21K	2022-04-03	19
Canada	21K	2022-04-03	120
Chile	21K	2022-04-03	22
Denmark	21K	2022-04-03	8
Finland	21K	2022-04-03	1
France	21K	2022-04-03	17
Germany	21K	2022-04-03	21
Greece	21K	2022-04-03	14
Italy	21K	2022-04-03	16
Japan	21K	2022-04-03	105
Malaysia	21K	2022-04-03	1
Netherlands	21K	2022-04-03	2
New Zealand	21K	2022-04-03	1
Peru	21K	2022-04-03	1
Russia	21K	2022-04-03	3
Slovakia	21K	2022-04-03	3
Slovenia	21K	2022-04-03	9
South Korea	21K	2022-04-03	11
Spain	21K	2022-04-03	11
Switzerland	21K	2022-04-03	5
USA	21K	2022-04-03	309
United Kingdom	21K	2022-04-03	60
Australia	21K	2022-04-04	29
Austria	21K	2022-04-04	8
Belgium	21K	2022-04-04	22
Brazil	21K	2022-04-04	52
Canada	21K	2022-04-04	192
Chile	21K	2022-04-04	54
Croatia	21K	2022-04-04	3
Denmark	21K	2022-04-04	14
Finland	21K	2022-04-04	9
France	21K	2022-04-04	131
Germany	21K	2022-04-04	151
Greece	21K	2022-04-04	13
Ireland	21K	2022-04-04	11
Italy	21K	2022-04-04	132
Japan	21K	2022-04-04	318
Lithuania	21K	2022-04-04	4
Malaysia	21K	2022-04-04	2
Netherlands	21K	2022-04-04	10
Peru	21K	2022-04-04	9
Poland	21K	2022-04-04	9
Russia	21K	2022-04-04	4
Slovakia	21K	2022-04-04	10
Slovenia	21K	2022-04-04	21
South Korea	21K	2022-04-04	11
Spain	21K	2022-04-04	16
Sweden	21K	2022-04-04	2
Switzerland	21K	2022-04-04	6
USA	21K	2022-04-04	663
United Kingdom	21K	2022-04-04	162
Australia	21K	2022-04-05	17
